property_url,full_street_line,unit,estimated_value,assessed_value,sold_price,last_sold_date,months_since_sale,sqft,beds,baths,neighborhoods,list_date,tax,lot_sqft,new_construction,stories,monthly_appreciation,monthly_appreciation_rate
https://www.realtor.com/realestateandhomes-detail/4788-Gill-St-NE_Salem_OR_97305_M15603-31726,4788 Gill St NE,,447000.0,219410.0,477660,2021-08-23,46.846254927726676,1539.0,3.0,,Northgate,,4307.0,5751.0,False,1.0,-654,-0.13691747267931165
https://www.realtor.com/realestateandhomes-detail/1642-Webster-Dr-SE_Salem_OR_97302_M23622-80288,1642 Webster Dr SE,,897838.0,542380.0,914900,2024-06-03,13.501971090670171,3732.0,4.0,,Morningside,2024-06-03,10649.0,13504.0,False,,-1264,-0.13815717564761176
https://www.realtor.com/realestateandhomes-detail/2565-Cowrie-Ct-NW_Salem_OR_97304_M28831-75988,2565 Cowrie Ct NW,,431000.0,192780.0,440000,2024-04-26,14.750328515111695,1332.0,3.0,,West Salem,2024-10-04,3632.0,8276.0,False,1.0,-610,-0.13863636363636364
https://www.realtor.com/realestateandhomes-detail/505-Oregon-Ave-NE_Salem_OR_97301_M11517-85199,505 Oregon Ave NE,,399000.0,176350.0,420000,2022-07-18,36.038107752956634,1432.0,3.0,1.5,Northeast Salem,2024-07-30,3462.0,8712.0,False,1.0,-583,-0.13880952380952383
https://www.realtor.com/realestateandhomes-detail/4824-Skylab-Ave-NE_Salem_OR_97305_M98958-05667,4824 Skylab Ave NE,,488100.0,244760.0,505000,2023-07-18,24.0473061760841,1795.0,,,,,4805.0,,False,,-703,-0.1392079207920792
https://www.realtor.com/realestateandhomes-detail/481-Powderhorn-Ct-SE_Salem_OR_97317_M24014-25117,481 Powderhorn Ct SE,,388000.0,152870.0,410000,2022-05-04,38.50197109067017,1032.0,3.0,,,2022-09-08,3008.0,7840.0,False,1.0,-571,-0.13926829268292681
https://www.realtor.com/realestateandhomes-detail/479-Greencrest-St-NE-8_Salem_OR_97301_M98100-13120,479 Greencrest St NE Lot 8,Lot 8,462000.0,,472665,2024-03-14,16.16294349540079,2050.0,4.0,2.5,,2024-01-18,,3920.0,True,,-660,-0.13963377868046079
https://www.realtor.com/realestateandhomes-detail/1863-32nd-Ave-NE_Salem_OR_97301_M23734-11433,1863 32nd Ave NE,,417774.0,199910.0,422000,2024-12-13,7.1616294349540075,1828.0,3.0,2.5,Lansing,2025-05-02,3925.0,7840.0,False,1.0,-590,-0.13981042654028436
https://www.realtor.com/realestateandhomes-detail/3755-Saxon-Dr-S_Salem_OR_97302_M24754-56955,3755 Saxon Dr S,,454000.0,218070.0,480000,2022-04-28,38.69908015768725,1502.0,3.0,,"South Salem, Southwest Salem",2022-09-08,4281.0,8276.0,False,1.0,-672,-0.13999999999999999
https://www.realtor.com/realestateandhomes-detail/4897-Jean-St-NE_Salem_OR_97305_M16251-22679,4897 Jean St NE,,497000.0,250130.0,506000,2024-06-28,12.680683311432325,1858.0,3.0,,,2024-05-09,4036.0,8712.0,False,,-710,-0.14031620553359683
https://www.realtor.com/realestateandhomes-detail/3545-Jana-Ave-S_Salem_OR_97302_M27034-12725,3545 Jana Ave S,,517900.0,258600.0,529900,2024-03-15,16.130091984231274,1735.0,3.0,,"Southwest Salem, Croisan-Illahe",2024-01-25,5077.0,7841.0,False,,-744,-0.14040384978297793
https://www.realtor.com/realestateandhomes-detail/1331-6th-St-NW_Salem_OR_97304_M25281-83769,1331 NW Sixth St,,465500.0,142790.0,499000,2021-07-26,47.76609724047306,1300.0,3.0,,West Salem,2021-12-30,2690.0,19602.0,False,1.0,-701,-0.1404809619238477
https://www.realtor.com/realestateandhomes-detail/5915-Evangelista-St-S_Salem_OR_97306_M91555-37441,5915 Evangelista St S,,680200.0,329180.0,698187,2024-01-08,18.331143232588698,2072.0,3.0,2.5,Sunnyslope,2024-01-10,6463.0,7841.0,True,,-981,-0.1405067696763188
https://www.realtor.com/realestateandhomes-detail/713-Redhill-Dr-SE_Salem_OR_97302_M20955-93831,713 SE Redhill Dr,,528200.0,251740.0,562500,2021-12-17,43.03547963206307,1920.0,4.0,,Morningside,2021-11-16,4942.0,17860.0,False,2.0,-797,-0.1416888888888889
https://www.realtor.com/realestateandhomes-detail/4826-Abraham-Ave-NE-Lot-323_Salem_OR_97301_M97145-86728,4826 Abraham Ave NE Lot 323,Lot 323,447000.0,,454995,2024-07-08,12.352168199737187,1864.0,4.0,2.5,,2024-04-04,,4792.0,True,,-647,-0.14219936482818493
https://www.realtor.com/realestateandhomes-detail/544-W-Hills-Way-NW_Salem_OR_97304_M21173-86764,544 W Hills Way NW,,580011.0,316180.0,612000,2022-06-30,36.629434954007884,2522.0,5.0,2.5,West Salem,,5958.0,6598.0,False,2.0,-873,-0.1426470588235294
https://www.realtor.com/realestateandhomes-detail/344-Cimarron-Ct-SE_Salem_OR_97306_M19216-99571,344 Cimarron Ct SE,,510513.0,258980.0,518500,2024-08-26,10.74244415243101,1611.0,2.0,,South Gateway,2024-06-27,5084.0,6534.0,False,,-743,-0.143297974927676
https://www.realtor.com/realestateandhomes-detail/1060-Fir-St-S_Salem_OR_97302_M24464-79641,1060 Fir St S,,387690.0,179540.0,397000,2024-03-08,16.36005256241787,1502.0,3.0,,South Central,2024-01-26,3525.0,9148.0,False,,-569,-0.1433249370277078
https://www.realtor.com/realestateandhomes-detail/2525-Birdhill-Dr-S_Salem_OR_97302_M18988-02811,2525 Birdhill Dr S,,992400.0,712970.0,1015000,2024-04-05,15.440210249671484,3566.0,4.0,,"South Salem, Southwest Salem",2023-09-12,13998.0,31799.0,False,,-1464,-0.14423645320197043
https://www.realtor.com/realestateandhomes-detail/4140-Durbin-Ave-SE_Salem_OR_97317_M23766-05999,4140 Durbin Ave SE,,378472.0,120060.0,400000,2022-06-10,37.286465177398156,964.0,2.0,,,,2052.0,21780.0,False,1.0,-577,-0.14425
https://www.realtor.com/realestateandhomes-detail/1333-Galina-Ct-NE_Salem_OR_97303_M13974-75703,1333 Galina Ct NE,,784089.0,432620.0,842900,2021-07-14,48.16031537450723,4382.0,8.0,,,,7537.0,7000.0,False,,-1221,-0.14485704116739825
https://www.realtor.com/realestateandhomes-detail/3160-Flower-Ave-NE_Salem_OR_97301_M26684-57271,3160 Flower Ave NE,,412400.0,165610.0,419250,2024-08-12,11.202365308804204,1272.0,3.0,,Northgate,2025-05-02,3251.0,6534.0,False,1.0,-611,-0.14573643410852713
https://www.realtor.com/realestateandhomes-detail/611-Rockwood-St-SE_Salem_OR_97306_M13694-29675,611 Rockwood St SE,,456000.0,222670.0,465000,2024-06-10,13.272010512483574,1440.0,3.0,,South Gateway,2024-04-25,4371.0,7405.0,False,,-678,-0.14580645161290323
https://www.realtor.com/realestateandhomes-detail/3709-Tunbridge-Wells-St-SE_Salem_OR_97302_M12335-20783,3709 Tunbridge Wells St SE,,384870.0,,390925,2024-08-30,10.611038107752956,1235.0,2.0,,Faye Wright,2024-06-12,,1307.0,False,,-571,-0.14606382298394835
https://www.realtor.com/realestateandhomes-detail/828-Idylwood-Dr-SE_Salem_OR_97302_M23139-00871,828 Idylwood Dr SE,,407800.0,193100.0,415000,2024-07-24,11.826544021024967,1284.0,3.0,,Faye Wright,2024-06-10,3791.0,4792.0,False,,-609,-0.1467469879518072
https://www.realtor.com/realestateandhomes-detail/680-Tryon-St-NE_Salem_OR_97301_M17014-69223,680 Tryon St St NE,,305027.0,124880.0,308000,2024-12-31,6.570302233902759,868.0,2.0,,Highland,2024-11-22,2451.0,8276.0,False,,-452,-0.14675324675324675
https://www.realtor.com/realestateandhomes-detail/1255-Vista-Ave-SE_Salem_OR_97302_M23313-38183,1255 Vista Ave SE,,397100.0,104260.0,405000,2024-06-10,13.272010512483574,1299.0,3.0,1.5,Morningside,2024-12-04,2047.0,6534.0,False,2.0,-595,-0.14691358024691356
